date, pm25, pm10, o3, no2, so2, co
2018/8/9, , 21, 68, 11, 2, 7
2018/8/10, , 35, 65, 13, 2, 8
2018/8/11, , 37, 67, 16, 2, 7
2018/8/12, , 31, 63, 13, 1, 7
2018/8/13, , 19, 40, 12, 1, 6
2018/8/14, , 19, 39, 10, 3, 6
2018/8/15, , 24, 43, 10, 4, 7
2018/8/22, , 19, 43, 11, 4, 7
2018/8/23, , 21, 42, 12, 3, 8
2018/8/24, , 32, 48, 11, 3, 5
2018/8/31, , 24, 42, 12, 3, 7
2018/9/1, , 48, 4, 28, 8, 11
2018/9/2, , 34, 51, 17, 10, 20
2018/9/3, , 33, 52, 14, 3, 9
2018/9/4, , 27, 72, 14, 3, 10
2018/9/5, , 23, 38, 10, 4, 7
2018/9/12, , 29, 60, 11, 1, 6
2018/9/13, , 28, 49, 14, 3, 8
2018/9/14, , 29, 67, 13, 6, 7
2018/9/15, , 27, 64, 11, 6, 7
2018/9/16, , 32, 43, 14, 5, 11
2018/9/17, , 28, 46, 11, 5, 9
2018/9/18, , 27, 37, 15, 5, 10
2018/9/19, , 30, 73, 15, 5, 8
2018/9/20, , 31, 77, 13, 5, 9
2018/9/21, , 28, 62, 11, 6, 8
2018/9/22, , 33, 67, 12, 5, 8
2018/9/23, , 29, 60, 9, 5, 8
2018/9/24, , 31, 74, 12, 6, 8
2018/9/25, , 25, 55, 11, 6, 7
2018/9/26, , 32, 54, 16, 6, 10
2018/9/27, , 37, 58, 15, 6, 8
2018/9/28, , 27, 55, 13, 5, 8
2018/9/29, , 32, 42, 14, 6, 9
2018/9/30, , 34, 49, 11, 6, 8
2018/10/1, , 33, 23, 12, 5, 7
2018/6/11, , 2, 21, 5, , 3
2018/6/12, , 2, 29, 7, 2, 5
2018/6/13, , 17, 24, 8, 2, 7
2018/6/24, , 21, 17, 16, 2, 7
2018/1/8, , 54, 68, 31, 5, 14
2018/2/14, , 31, 50, 21, 3, 12
2017/11/2, , 28, 67, 18, 3, 10
2017/12/5, , 55, 62, 37, 6, 17
2017/7/2, , 26, 39, 13, , 7
2017/7/3, , 19, 39, 13, , 7
2017/7/4, , 27, 38, 18, , 8
2017/7/5, , 22, 44, 10, , 5
2017/7/6, , 18, 107, 12, , 6
2017/7/7, , 29, 58, 14, , 6
2017/7/8, , 23, 44, 14, , 7
2017/7/9, , 23, 36, 16, , 7
2017/7/10, , 16, 41, 11, , 6
2017/7/11, , 19, 38, 12, , 6
2017/7/12, , 16, 27, 12, , 7
2017/7/13, , 25, 39, 12, , 7
2017/7/14, , 29, 31, 18, , 11
2017/7/15, , 31, 46, 16, , 8
2017/7/16, , 29, 51, 13, , 7
2017/7/17, , 32, 66, 12, , 7
2017/7/18, , 38, 84, 14, , 7
2017/7/19, , 24, 62, 14, , 6
2017/7/20, , 24, 50, 12, , 7
2017/7/21, , 21, 43, 12, , 14
2017/7/22, , 32, 40, 15, , 7
2017/7/23, , 29, 53, 16, , 8
2017/7/24, , 29, 56, 12, , 6
2017/7/25, , 32, 42, 18, , 8
2017/7/26, , 23, 39, 11, , 6
2017/7/27, , 30, 46, 19, , 8
2017/7/28, , 29, 47, 16, , 8
2017/7/29, , 29, 54, 20, , 10
2017/7/30, , 39, 58, 19, , 9
2017/7/31, , 21, 48, 12, , 6
2017/8/1, , 25, 51, 13, , 7
2017/8/2, , 31, 57, 17, , 7
2017/8/3, , 34, 58, 15, , 6
2017/8/4, , 22, 51, 9, , 5
2017/8/5, , 17, 71, 12, , 6
2017/8/6, , 20, 63, 12, , 7
2017/8/7, , 22, 54, 11, , 5
2017/8/8, , 18, 69, 10, , 5
2017/8/9, , 28, 50, 16, , 6
2017/8/10, , 33, 46, 14, , 6
2017/8/11, , 27, 27, 12, 2, 6
2017/8/12, , 14, 35, 9, 2, 6
2017/8/13, , 21, 49, 11, 2, 6
2017/8/14, , 24, 56, 11, 3, 6
2017/8/15, , 17, 73, 15, 3, 7
2017/4/4, , 37, 20, 18, 5, 9
2017/4/5, , 41, 4, 30, 7, 13
2017/4/6, , 46, 19, 20, 4, 11
2017/4/7, , 54, 20, 23, 5, 10
2017/4/8, , 49, 20, 16, 4, 8
2017/4/9, , 38, , , , 
2017/4/11, , 30, 17, 17, 4, 9
2017/4/12, , 36, 19, 14, 4, 7
2017/4/13, , 60, , , , 
2017/4/19, , 44, 20, 18, 4, 8
2017/4/20, , 46, 23, 20, 5, 8
2017/4/21, , 46, , , , 
2017/4/25, , 48, 21, 14, 4, 7
2017/4/26, , 41, 24, 12, 3, 5
2017/4/27, , 33, 30, 26, 4, 10
2017/4/28, , 43, 25, 26, 5, 10
2017/4/29, , 42, 25, 12, 2, 7
2017/4/30, , 48, 26, 17, 4, 10
2017/5/1, , 44, 11, 17, 5, 8
2017/5/2, , 33, 21, 20, 5, 10
2017/5/3, , 53, 19, 15, 4, 8
2017/5/4, , 45, 27, 17, 4, 8
2017/5/5, , 44, 22, 14, 4, 7
2017/5/6, , 50, 10, 13, 4, 7
2017/5/7, , 49, 20, 7, 2, 5
2017/5/8, , 33, 18, 12, 4, 7
2017/5/9, , 40, 20, 16, 5, 8
2017/5/10, , 50, 11, 14, 4, 8
2017/5/11, , 40, 36, 17, 5, 9
2017/5/12, , 43, 33, 13, 4, 6
2017/5/13, , 42, 9, 17, 4, 6
2017/5/14, , 45, 36, 12, 4, 6
2017/5/15, , 43, 33, 15, 5, 9
2017/5/16, , 41, 31, 15, 5, 7
2017/5/17, , 40, 28, 13, 4, 5
2017/5/18, , 44, 12, 18, 6, 7
2017/5/19, , 45, 52, 20, , 9
2017/5/20, , 40, 97, 25, , 10
2017/5/21, , 56, 117, 19, , 8
2017/5/22, , 44, 92, 16, , 10
2017/5/23, , 62, 97, 15, , 8
2017/5/24, , 61, 105, , , 7
2017/5/25, , 45, 93, , , 7
2017/5/26, , 53, 126, , , 8
2017/5/27, , 61, 136, , , 8
2017/5/28, , 57, 95, , , 6
2017/5/29, , 50, 103, , , 7
2017/5/30, , 45, 82, , , 7
2017/5/31, , 45, 125, , , 7
2017/6/1, , 45, 126, , , 7
2017/6/2, , 53, 94, , , 8
2017/6/3, , 56, 84, , , 8
2017/6/4, , 48, 106, , , 6
2017/6/5, , 40, 109, , , 8
2017/6/6, , 49, 104, , , 8
2017/6/7, , 31, 95, , , 7
2017/6/8, , 43, 98, , , 8
2017/6/9, , 38, 133, , , 8
2017/6/10, , 36, 115, , , 8
2017/6/11, , 39, 97, 13, , 8
2017/6/12, , 33, 155, 18, , 8
2017/6/13, , 39, 96, 17, , 7
2017/6/14, , 46, 61, 12, , 6
2017/6/15, , 39, 67, 11, , 6
2017/6/16, , 32, 107, 13, , 6
2017/6/17, , 39, 87, 13, , 6
2017/6/18, , 37, 64, 11, , 6
2017/6/19, , 31, 69, 13, , 6
2017/6/20, , 38, 57, 15, , 6
2017/6/21, , 38, 65, 13, , 6
2017/6/22, , 40, 128, 12, , 6
2017/6/23, , 55, 72, 10, , 6
2017/6/24, , 46, 77, 16, , 6
2017/6/25, , 33, 51, 10, , 6
2017/6/26, , 23, 88, 10, , 6
2017/6/27, , 18, 43, 11, , 6
2017/6/28, , 25, 24, 17, , 8
2017/6/29, , 22, 58, 15, , 7
2017/6/30, , 34, 46, 17, , 8
2017/7/1, , 24, 6, 19, , 9
2017/1/4, , 63, 37, 46, 6, 20
2017/1/5, , 64, 21, 30, 6, 16
2017/1/6, , 50, 5, 30, 8, 21
2017/1/7, , 55, 22, 34, 5, 17
2017/1/8, , 43, 19, 15, 3, 9
2017/1/9, , 39, 22, 20, 3, 9
2017/1/10, , 40, 24, 33, 6, 19
2017/1/11, , 59, 32, 44, 7, 22
2017/1/12, , 72, , , , 
2017/1/16, , 34, 15, 22, 5, 12
2017/1/17, , 41, 9, 18, 6, 12
2017/1/18, , 35, 6, 20, 5, 10
2017/1/19, , 27, 14, 12, 4, 6
2017/1/20, , 24, 14, 14, 4, 7
2017/1/21, , 45, 19, 20, 5, 10
2017/1/22, , 35, , , , 
2017/1/24, , 55, 22, 25, 5, 11
2017/1/25, , 64, 17, 21, 5, 12
2017/1/26, , 38, 24, 25, 5, 13
2017/1/27, , 55, 21, 26, 6, 13
2017/1/28, , 53, 3, 30, 6, 12
2017/1/29, , 46, , , , 
2017/1/31, , 35, 16, 22, 5, 13
2017/2/1, , 35, 2, 20, 5, 18
2017/2/2, , 35, 12, 17, 4, 12
2017/2/3, , 32, , , , 
2017/2/8, , 62, 3, 40, 8, 31
2017/2/9, , 51, 21, 24, 3, 11
2017/2/10, , 58, 23, 24, 4, 11
2017/2/11, , 47, 26, 33, 5, 14
2017/2/12, , 64, 26, 25, 6, 12
2017/2/13, , 44, 19, 22, 4, 11
2017/2/14, , 45, 18, 25, 5, 10
2017/2/15, , 44, 18, 19, 4, 10
2017/2/16, , 48, 13, 13, 4, 7
2017/2/17, , 57, 13, 14, 3, 8
2017/2/18, , 28, 7, 12, 4, 6
2017/2/19, , 16, 12, 9, 4, 5
2017/2/20, , 12, 17, 16, 4, 8
2017/2/21, , 21, 22, 22, 4, 12
2017/2/22, , 34, 25, 23, 5, 9
2017/2/23, , 42, 18, 21, 5, 10
2017/2/24, , 37, 27, 25, 4, 10
2017/2/25, , 39, 21, 28, 6, 13
2017/2/26, , 47, 21, 15, 3, 6
2017/2/27, , 27, 21, 19, 4, 9
2017/2/28, , 40, 22, 23, 6, 10
2017/3/1, , 44, 26, 24, 4, 9
2017/3/2, , 36, 8, 23, 5, 10
2017/3/3, , 46, 18, 13, 5, 7
2017/3/4, , 41, 22, 16, 4, 7
2017/3/5, , 38, 19, 10, 3, 6
2017/3/6, , 22, 21, 17, 3, 8
2017/3/7, , 37, 27, 20, 6, 10
2017/3/8, , 42, 18, 17, 5, 7
2017/3/9, , 36, 22, 22, 5, 8
2017/3/10, , 40, 13, 17, 3, 7
2017/3/11, , 30, , , , 
2017/3/13, , 31, 19, 19, 4, 9
2017/3/14, , 31, 19, 16, 3, 6
2017/3/15, , 33, 22, 19, 3, 8
2017/3/16, , 33, 23, 20, 4, 7
2017/3/17, , 34, 26, 21, 4, 10
2017/3/18, , 41, 10, 17, 3, 7
2017/3/19, , 26, 21, 14, 3, 7
2017/3/20, , 25, 23, 17, 3, 7
2017/3/21, , 36, 19, 22, 4, 8
2017/3/22, , 39, 28, 26, 4, 10
2017/3/23, , 46, 23, 21, 5, 8
2017/3/24, , 50, 23, 19, 4, 8
2017/3/25, , 38, 9, 16, 4, 7
2017/3/26, , 32, , , , 
2017/3/28, , 36, 22, 25, 5, 9
2017/3/29, , 50, , , , 
2017/3/31, , 38, , , , 
2016/10/29, , 18, 24, 13, 2, 7
2016/10/30, , 24, 27, 12, 2, 8
2016/10/31, , 23, 29, 23, 1, 10
2016/11/1, , 29, 33, 29, 2, 13
2016/11/2, , 41, 38, 30, 2, 13
2016/11/3, , 50, 22, 19, 2, 10
2016/11/4, , 38, 16, 12, 2, 7
2016/11/5, , 22, 21, 16, 2, 9
2016/11/6, , 23, 33, 21, 2, 11
2016/11/7, , 37, 28, 21, 2, 9
2016/11/8, , 27, 20, 14, 1, 8
2016/11/9, , 27, 18, 12, 2, 7
2016/11/10, , 19, 13, 14, 2, 9
2016/11/11, , 20, 13, 16, 2, 8
2016/11/12, , 23, 9, 15, 2, 9
2016/11/13, , 11, 8, 12, 2, 8
2016/11/14, , 7, 20, 22, 1, 14
2016/11/15, , 22, , , , 
2016/11/19, , 45, 20, 14, 1, 6
2016/11/20, , 30, 25, 16, 2, 11
2016/11/21, , 18, 31, 20, 2, 8
2016/11/22, , 26, 38, 37, 2, 16
2016/11/23, , 47, 30, 33, 2, 17
2016/11/24, , 49, 25, 24, 2, 13
2016/11/25, , 38, 23, 26, 3, 14
2016/11/26, , 46, 23, 19, 2, 9
2016/11/27, , 36, 23, 13, 2, 5
2016/11/28, , 28, 30, 32, 2, 11
2016/11/29, , 50, 15, 24, 3, 12
2016/11/30, , 44, 18, 17, 3, 10
2016/12/1, , 34, , , , 
2016/12/4, , 24, 10, 10, 3, 7
2016/12/5, , 18, 19, 31, 4, 24
2016/12/6, , 43, 25, 26, 3, 15
2016/12/7, , 44, 25, 26, 3, 17
2016/12/8, , 47, , , , 
2016/12/14, , 60, 31, 47, 6, 29
2016/12/15, , 72, 26, 46, 4, 24
2016/12/16, , 65, 33, 44, 3, 16
2016/12/17, , 66, 24, 34, 4, 19
2016/12/18, , 51, 26, 28, 4, 25
2016/12/19, , 46, 21, 27, 3, 22
2016/12/20, , 47, 17, 18, 3, 12
2016/12/21, , 27, 18, 23, 2, 14
2016/12/22, , 43, 3, 43, 6, 41
2016/12/23, , 89, 27, 32, 5, 15
2016/12/24, , 59, 28, 29, 4, 19
2016/12/25, , 58, 26, 23, 3, 20
2016/12/26, , 54, 21, 25, 4, 16
2016/12/27, , 49, 26, 28, 4, 23
2016/12/28, , 62, 21, 21, 3, 10
2016/12/29, , 44, 20, 24, 3, 14
2016/12/30, , 52, 8, 11, 3, 4
2016/12/31, , 30, 19, 17, 2, 7
2017/1/1, , 52, 8, 17, 4, 9
2017/1/2, , 32, , , , 
2015/10/3, , 41, 31, 18, 5, 11
2015/10/4, , 40, 17, 11, 4, 8
2015/10/5, , 21, 33, 15, 4, 10
2015/10/6, , 30, 37, 14, 4, 10
2015/10/7, , 27, 36, 16, 4, 11
2015/10/8, , 23, 31, 16, 5, 9
2015/10/9, , 26, 25, 16, 5, 11
2015/10/10, , 30, 22, 12, 4, 9
2015/10/11, , 23, 27, 13, 4, 8
2015/10/12, , 22, 27, 12, 3, 8
2015/10/13, , 23, , , , 
2015/10/24, , 4, 3, 22, 9, 12
2015/10/30, , 25, 8, 12, 6, 10
2015/10/31, , 11, 14, 12, 5, 11
2015/11/1, , 17, 26, 15, 5, 15
2015/11/2, , 20, 20, 20, 6, 15
2015/11/3, , 34, 13, 12, 6, 11
2015/11/4, , 25, 26, 15, 5, 12
2015/11/5, , 30, 31, 19, 5, 13
2015/11/6, , 29, 41, 17, 5, 11
2015/11/7, , 28, 39, 17, 4, 10
2015/11/8, , 26, 23, 16, 5, 12
2015/11/9, , 27, 38, 21, 5, 11
2015/11/10, , 30, 37, 24, 5, 14
2015/11/11, , 33, 39, 25, 8, 16
2015/11/12, , 38, 29, 24, 8, 16
2015/11/13, , 41, 14, 13, 6, 9
2015/11/14, , 29, , , , 
2015/11/20, , 39, 26, 24, 5, 13
2015/11/21, , 39, 34, 25, 5, 15
2015/11/22, , 39, 24, 21, 6, 14
2015/11/23, , 33, 24, 22, 6, 17
2015/11/24, , 39, 27, 27, 6, 14
2015/11/25, , 49, 39, 32, 8, 17
2015/11/26, , 47, 17, 23, 5, 13
2015/11/27, , 38, 8, 20, 6, 15
2015/11/28, , 24, 23, 19, 5, 14
2015/11/29, , 30, 34, 22, 4, 14
2015/11/30, , 29, 36, 24, 6, 16
2015/12/1, , 39, 19, 21, 6, 14
2015/12/2, , 33, 20, 21, 6, 15
2015/12/3, , 31, 16, 17, 6, 11
2015/12/4, , 32, 23, 19, 5, 13
2015/12/5, , 30, 25, 22, 6, 15
2015/12/6, , 42, 22, 16, 4, 11
2015/12/7, , 26, 23, 18, 7, 16
2015/12/8, , 31, 23, 28, 7, 15
2015/12/9, , 50, 20, 33, 7, 18
2015/12/10, , 55, 30, 34, 4, 17
2015/12/11, , 49, 2, 47, 7, 36
2015/12/12, , 70, , , , 
2015/4/16, , 53, 26, 14, 4, 6
2015/4/17, , 50, 24, 18, 4, 7
2015/4/18, , 47, 22, 13, 4, 5
2015/4/19, , 32, 16, 11, 4, 5
2015/4/20, , 28, 26, 12, 4, 6
2015/4/21, , 38, 29, 17, 5, 7
2015/4/22, , 47, 26, 21, 5, 7
2015/4/23, , 54, 28, 15, 3, 6
2015/4/24, , 49, 26, 13, 3, 6
2015/4/25, , 47, 32, 18, 4, 6
2015/4/26, , 58, 25, 12, 3, 5
2015/4/27, , 44, 23, 14, 4, 6
2015/4/28, , 47, 32, 14, 4, 5
2015/4/29, , 40, 21, 12, 3, 5
2015/4/30, , 38, 26, 19, 5, 7
2015/5/1, , 50, 34, 18, 5, 7
2015/5/2, , 46, 24, 14, 3, 5
2015/5/3, , 41, 27, 13, 3, 4
2015/5/4, , 31, 24, 16, 4, 6
2015/5/5, , 33, 25, 16, 5, 6
2015/5/6, , 44, 18, 14, 4, 6
2015/5/7, , 39, 31, 13, 4, 6
2015/5/8, , 49, 35, 15, 3, 4
2015/5/9, , 48, 37, 22, 4, 7
2015/5/10, , 60, 8, 19, 5, 7
2015/5/11, , 41, 17, 17, 3, 7
2015/5/12, , 70, , , , 
2015/5/15, , 51, 31, 18, 3, 5
2015/5/16, , 54, 29, 19, 4, 6
2015/5/17, , 48, 32, 15, 3, 6
2015/5/18, , 38, 31, 18, 3, 7
2015/5/19, , 42, 26, 14, 2, 6
2015/5/20, , 53, 14, 21, 5, 7
2015/5/21, , 48, , , , 
2015/5/27, , 40, 57, 20, 3, 8
2015/5/28, , 62, 39, 16, 2, 6
2015/5/29, , 49, 32, 20, 2, 7
2015/5/30, , 37, 22, 22, 2, 8
2015/5/31, , 40, 30, 14, 2, 5
2015/6/1, , 39, 25, 14, , 6
2015/6/2, , 38, 34, 16, 1, 5
2015/6/3, , 47, 18, 17, 2, 6
2015/6/4, , 51, 38, 20, 2, 7
2015/6/5, , 55, 21, 11, 2, 4
2015/6/6, , 55, , , , 
2015/1/2, , 73, 16, 18, 4, 11
2015/1/3, , 49, 14, 16, 3, 11
2015/1/4, , 43, 14, 17, 4, 15
2015/1/5, , 58, 16, 15, 4, 9
2015/1/6, , 47, 21, 21, 4, 14
2015/1/7, , 58, 20, 16, 4, 10
2015/1/8, , 58, 19, 17, 2, 9
2015/1/9, , 51, 26, 26, 4, 13
2015/1/10, , 69, 26, 24, 4, 12
2015/1/11, , 59, 25, 23, 4, 14
2015/1/12, , 49, 25, 27, 5, 18
2015/1/13, , 68, 18, 29, 6, 20
2015/1/14, , 94, 24, 26, 5, 14
2015/1/15, , 85, 25, 28, 6, 15
2015/1/16, , 78, 19, 24, 5, 13
2015/1/17, , 78, 21, 24, 7, 15
2015/1/18, , 70, 28, 23, 5, 16
2015/1/19, , 64, 20, 24, 6, 14
2015/1/20, , 68, 23, 24, 6, 16
2015/1/21, , 79, 17, 18, 4, 10
2015/1/22, , 60, 13, 18, 5, 13
2015/1/23, , 69, 18, 19, 6, 13
2015/1/24, , 64, 17, 16, 3, 9
2015/1/25, , 57, 17, 18, 3, 13
2015/1/26, , 56, 13, 19, 4, 15
2015/1/27, , 60, 29, 28, 7, 25
2015/1/28, , 93, 24, 29, 6, 19
2015/1/29, , 106, 27, 25, 6, 15
2015/1/30, , 86, 22, 17, 4, 9
2015/1/31, , 58, 17, 13, 3, 8
2015/2/1, , 63, 13, 14, 3, 8
2015/2/2, , 31, 9, 13, 3, 10
2015/2/3, , 31, 13, 13, 3, 9
2015/2/4, , 32, 29, 25, 5, 18
2015/2/5, , 63, 25, 29, 5, 19
2015/2/6, , 76, 21, 27, 6, 21
2015/2/7, , 76, 34, 33, 7, 23
2015/2/8, , 82, 36, 32, 6, 22
2015/2/9, , 65, 29, 29, 7, 24
2015/2/10, , 77, 33, 23, 5, 10
2015/2/11, , 79, 31, 34, 6, 16
2015/2/12, , 74, 24, 21, 4, 11
2015/2/13, , 53, 14, 19, 3, 13
2015/2/14, , 33, 12, 17, 3, 12
2015/2/15, , 38, 14, 20, 4, 16
2015/2/16, , 47, 13, 18, 4, 13
2015/2/17, , 40, 25, 22, 5, 15
2015/2/18, , 46, 11, 24, 6, 19
2015/2/19, , 72, 10, 29, 6, 18
2015/2/20, , 70, 23, 26, 5, 11
2015/2/21, , 56, 36, 28, 5, 11
2015/2/22, , 54, 31, 20, 4, 9
2015/2/23, , 47, 38, 28, 6, 18
2015/2/24, , 78, 29, 20, 4, 6
2015/2/25, , 48, 21, 19, 6, 7
2015/2/26, , 49, 21, 14, 3, 6
2015/2/27, , 55, 26, 23, 4, 8
2015/2/28, , 49, 33, 24, 5, 10
2015/3/1, , 61, 23, 24, 6, 15
2015/3/2, , 63, , , , 
2014/10/2, , 32, 18, 12, 2, 9
2014/10/3, , 30, 14, 13, 2, 11
2014/10/4, , 24, 22, 14, 2, 10
2014/10/5, , 27, 21, 16, 3, 10
2014/10/6, , 28, 16, 22, 3, 13
2014/10/7, , 32, 27, 19, 2, 14
2014/10/8, , 36, 33, 22, 3, 13
2014/10/9, , 45, 32, 25, 4, 15
2014/10/10, , 57, 44, 26, 3, 12
2014/10/11, , 57, 42, 25, 3, 11
2014/10/12, , 51, 34, 17, 3, 8
2014/10/13, , 34, 38, 22, 3, 10
2014/10/14, , 46, 24, 16, 3, 9
2014/10/15, , 39, 25, 17, 3, 9
2014/10/16, , 41, 34, 26, 3, 12
2014/10/17, , 55, 34, 25, 4, 13
2014/10/18, , 51, 32, 23, 4, 11
2014/10/19, , 49, 21, 17, 3, 9
2014/10/20, , 38, 19, 15, 2, 9
2014/10/21, , 27, 20, 12, 4, 8
2014/10/22, , 27, 24, 13, 3, 8
2014/10/23, , 30, 18, 17, 3, 10
2014/10/24, , 36, 23, 16, 3, 10
2014/10/25, , 35, 25, 15, 3, 10
2014/10/26, , 31, 28, 18, 3, 10
2014/10/27, , 39, 49, 31, 4, 15
2014/10/28, , 65, 53, 30, 4, 13
2014/10/29, , 61, 40, 25, 4, 12
2014/10/30, , 60, 32, 27, 4, 11
2014/10/31, , 63, 27, 18, 3, 9
2014/11/1, , 49, 29, 17, 5, 9
2014/11/2, , 43, 29, 18, 4, 12
2014/11/3, , 38, 30, 23, 4, 11
2014/11/4, , 55, 22, 16, 2, 8
2014/11/5, , 52, 13, 13, 2, 9
2014/11/6, , 22, 15, 15, 4, 13
2014/11/7, , 40, 16, 15, 4, 11
2014/11/8, , 54, 14, 14, 3, 9
2014/11/9, , 37, 24, 16, 5, 10
2014/11/10, , 43, 13, 25, 4, 14
2014/11/11, , 60, 8, 16, 3, 13
2014/11/12, , 18, 13, 17, 4, 10
2014/11/13, , 33, 19, 17, 4, 16
2014/11/14, , 54, 35, 27, 6, 23
2014/11/15, , 82, 20, 21, 4, 12
2014/11/16, , 56, 18, 16, 4, 12
2014/11/17, , 51, 18, 18, 4, 12
2014/11/18, , 49, 15, 22, 5, 15
2014/11/19, , 60, 24, 23, 5, 19
2014/11/20, , 68, 23, 27, 6, 22
2014/11/21, , 72, , 26, 5, 16
2014/11/22, , 100, , , , 
2014/11/25, , 62, 24, 28, 4, 16
2014/11/26, , 74, 31, 23, 6, 17
2014/11/27, , 61, 28, 26, 4, 12
2014/11/28, , 67, 27, 28, 6, 18
2014/11/29, , 63, 35, 36, 5, 18
2014/11/30, , 88, 36, 34, 6, 27
2014/12/1, , 75, 25, 33, 7, 28
2014/12/2, , 83, 28, 30, 6, 16
2014/12/3, , 74, 30, 38, 7, 25
2014/12/4, , 94, 34, 50, 7, 25
2014/12/5, , 101, 33, 43, 8, 23
2014/12/6, , 97, 30, 33, 10, 33
2014/12/7, , 101, 24, 28, 4, 12
2014/12/8, , 69, 18, 24, 4, 14
2014/12/9, , 78, 20, 19, 4, 13
2014/12/10, , 70, 18, 29, 5, 15
2014/12/11, , 91, 18, 37, 6, 22
2014/12/12, , 112, 29, 24, 3, 13
2014/12/13, , 79, 22, 30, 4, 16
2014/12/14, , 73, 22, 21, 3, 13
2014/12/15, , 48, 24, 27, 3, 16
2014/12/16, , 69, 24, 25, 4, 17
2014/12/17, , 76, 23, 23, 4, 14
2014/12/18, , 66, 24, 25, 4, 12
2014/12/19, , 81, 26, 26, 5, 16
2014/12/20, , 83, 19, 27, 5, 18
2014/12/21, , 75, 19, 22, 4, 13
2014/12/22, , 58, 20, 22, 5, 13
2014/12/23, , 63, 17, 22, 5, 13
2014/12/24, , 61, 22, 23, 4, 20
2014/12/25, , 76, 22, 21, 3, 12
2014/12/26, , 69, 18, 20, 4, 15
2014/12/27, , 51, 13, 20, 4, 15
2014/12/28, , 63, 17, 17, 4, 14
2014/12/29, , 47, , , , 
2014/7/2, , 27, 30, 12, 3, 7
2014/7/3, , 34, 27, 12, 2, 7
2014/7/4, , 24, 23, 12, 2, 8
2014/7/5, , 21, 24, 11, 2, 8
2014/7/6, , 17, 26, 9, 3, 8
2014/7/7, , 21, 37, 14, 2, 8
2014/7/8, , 21, 34, 11, 2, 6
2014/7/9, , 19, 40, 12, 3, 7
2014/7/10, , 25, 24, 11, 3, 6
2014/7/11, , 21, 25, 8, 3, 6
2014/7/12, , 18, 24, 11, 3, 7
2014/7/13, , 22, 26, 14, 3, 9
2014/7/14, , 25, 29, 11, 2, 6
2014/7/15, , 25, 32, 12, 2, 6
2014/7/16, , 24, 37, 17, 3, 8
2014/7/17, , 33, 34, 13, 2, 7
2014/7/18, , 27, 39, 14, 3, 7
2014/7/19, , 26, 35, 16, 2, 8
2014/7/20, , 22, 30, 16, 3, 9
2014/7/21, , 23, 31, 13, 4, 8
2014/7/22, , 24, 32, 16, 3, 8
2014/7/23, , 33, 29, 13, 3, 6
2014/7/24, , 31, 26, 11, 3, 6
2014/7/25, , 28, 31, 10, 3, 6
2014/7/26, , 24, 29, 10, 3, 6
2014/7/27, , 30, 32, 10, , 6
2014/7/28, , 28, 32, 15, 3, 8
2014/7/29, , 28, 31, 14, 2, 6
2014/7/30, , 38, 38, 18, 3, 7
2014/7/31, , 58, 47, 20, 2, 9
2014/8/1, , 43, 47, 20, 3, 11
2014/8/2, , 53, 34, 12, 2, 6
2014/8/3, , 37, 32, 14, 3, 7
2014/8/4, , 52, 29, 11, 2, 6
2014/8/5, , 48, 28, 11, 2, 7
2014/8/6, , 41, 20, 10, , 5
2014/8/7, , 48, 28, 12, , 7
2014/8/8, , 35, 32, 14, 2, 6
2014/8/9, , 35, 38, 12, 3, 7
2014/8/10, , 28, 34, 13, 2, 7
2014/8/11, , 27, 25, 11, 2, 6
2014/8/12, , 29, 25, 9, 2, 6
2014/8/13, , 32, 22, 9, 2, 5
2014/8/14, , 30, 21, 9, 3, 5
2014/8/15, , 31, 30, 12, 2, 8
2014/8/16, , 34, 33, 16, 2, 9
2014/8/18, , 47, 36, 15, 2, 9
2014/8/19, , 49, 37, 12, 2, 8
2014/8/20, , 30, 27, 12, 2, 8
2014/8/21, , 41, 31, 13, 2, 9
2014/8/22, , 43, 30, 15, 2, 10
2014/8/23, , 48, 29, 10, 2, 6
2014/8/24, , 41, 28, 7, 2, 5
2014/8/25, , 26, , , , 
2014/8/27, , 36, 34, 10, 2, 7
2014/8/28, , 33, 41, 19, 3, 9
2014/8/29, , 57, 43, 12, 2, 7
2014/8/30, , 42, 36, 13, 2, 7
2014/8/31, , 39, 28, 9, 2, 6
2014/9/1, , 32, 30, 10, 2, 7
2014/9/2, , 27, 21, 8, 2, 6
2014/9/3, , 25, 14, 8, 2, 7
2014/9/4, , 28, 13, 6, 3, 6
2014/9/5, , 19, 14, 5, 4, 6
2014/9/6, , 16, , , , 
2014/9/8, , 31, 21, 12, 3, 8
2014/9/9, , 33, 23, 13, 2, 9
2014/9/10, , 39, 27, 13, 2, 10
2014/9/11, , 48, 26, 9, 3, 7
2014/9/12, , 30, 26, 9, 3, 6
2014/9/13, , 30, 14, 11, 3, 9
2014/9/14, , 34, 14, 5, 2, 5
2014/9/15, , 22, 23, 9, 2, 10
2014/9/16, , 33, 23, 10, 2, 6
2014/9/17, , 26, 21, 13, 2, 9
2014/9/18, , 37, 10, 10, 2, 8
2014/9/19, , 28, 20, 10, , 6
2014/9/20, , 28, 27, 18, 3, 10
2014/9/21, , 39, 36, 20, 3, 13
2014/9/22, , 47, 15, 14, 1, 8
2014/9/23, , 31, 12, 17, 3, 10
2014/9/24, , 36, 18, 17, 5, 10
